case_id,original_designer_name,original_brand_name,original_item_type,original_design_elements,original_year,copier_brand_name,copier_item_type,copy_year,infringement_label,confidence,source,notes
EXPANDED_037,Matthew Williams,Alyx,Accessories,"Rollercoaster belt buckle with industrial hardware, utilitarian chest rigs, technical streetwear",2015,Aliexpress sellers,Accessories,2018,knockoff,high,Press,Signature rollercoaster buckle widely copied
EXPANDED_038,Martine Rose,Martine Rose,Apparel,"Oversized shirts with exaggerated proportions, British subculture references, deconstructed tailoring",2007,Zara,Apparel,2020,similar,medium,Press,Oversized shirt silhouette widely adopted
EXPANDED_039,Heron Preston,Heron Preston,Apparel,"Orange workwear aesthetic with NYC sanitation department influences, utilitarian styling, industrial branding",2016,Fast fashion,Apparel,2018,similar,medium,Press,Orange utilitarian aesthetic widely copied
EXPANDED_040,Yoon Ahn,Ambush,Jewelry,"Oversized jewelry with pow chain necklaces, sculptural bold forms, luxury streetwear accessories",2008,Aliexpress,Jewelry,2018,knockoff,high,Press,Signature pow necklace design widely replicated
EXPANDED_041,Cactus Plant Flea Market,CPFM,Apparel,"Hand-dyed tie-dye with smiley face graphics, distressed vintage aesthetics, whimsical graphics",2015,Bootleg sellers,Apparel,2019,knockoff,high,Press,Signature smiley graphics widely bootlegged
EXPANDED_042,Brain Dead,Brain Dead,Apparel,"Psychedelic graphics with surreal artwork, countercultural aesthetics, bold experimental prints",2014,Fast fashion,Apparel,2019,similar,medium,Press,Psychedelic graphic aesthetic widely copied
EXPANDED_043,Maggie Marilyn,Maggie Marilyn,Apparel,"Sustainable fashion with distinctive ruched sleeves and ribbon tie details, romantic feminine aesthetic",2016,Zara,Apparel,2019,similar,medium,Press,Sustainable designer aesthetic copied by fast fashion
EXPANDED_044,Chromat,Chromat,Apparel,"Architectural swimwear with cage-like structures, geometric cutouts, body-positive sizing, structural engineering-inspired",2010,Multiple retailers,Apparel,2017,similar,medium,Press,Cage swimwear aesthetic widely adopted after runway success
EXPANDED_045,Gogo Graham,Gogo Graham,Accessories,"Upcycled vintage scarf bags, repurposed luxury silk scarves into structured handbags, sustainable luxury approach",2015,Multiple retailers,Accessories,2019,similar,medium,Press,Scarf bag concept widely adopted
EXPANDED_046,Collina Strada,Collina Strada,Apparel,"Tie-dye sustainable fashion with maximalist patterns, upcycled materials, bright psychedelic colors",2016,Fast fashion retailers,Apparel,2020,similar,medium,Press,Sustainable tie-dye aesthetic copied without eco-conscious practices
EXPANDED_047,Lisa Says Gah,Lisa Says Gah,Apparel,"Vintage-inspired gingham prints, puffy sleeves, romantic feminine silhouettes, sustainable small-batch production",2015,Zara,Apparel,2019,similar,medium,Press,Gingham dress aesthetic widely copied
EXPANDED_048,Ahluwalia,Ahluwalia,Apparel,"Upcycled vintage sari fabrics, patchwork quilted outerwear, Nigerian-Indian heritage storytelling",2018,H&M,Apparel,2021,similar,medium,Press,Sari patchwork aesthetic adopted without cultural context
EXPANDED_049,Supriya Lele,Supriya Lele,Apparel,"Draped silk sets with Indian textile influence, fluid jersey construction, cultural heritage meets contemporary minimalism",2017,Zara,Apparel,2020,similar,medium,Press,Draped silhouette and aesthetic appropriated
EXPANDED_050,Susan Alexandra,Susan Alexandra,Accessories,"Handmade beaded bags with vintage-inspired designs, colorful glass beads, whimsical fruit and flower motifs",2018,Shein,Accessories,2020,knockoff,high,Diet Prada,Distinctive beaded bag designs mass-produced with similar motifs
EXPANDED_051,Vaquera,Vaquera,Apparel,"Deconstructed oversized suits with exaggerated proportions, avant-garde tailoring, playful subversion of menswear",2015,Zara,Apparel,2020,similar,medium,Press,Oversized deconstructed suit aesthetic adopted
EXPANDED_052,Ludovic de Saint Sernin,Ludovic de Saint Sernin,Apparel,"Harness-inspired menswear with leather strapping details, sensual masculine silhouettes, body-conscious tailoring",2017,Zara,Apparel,2020,similar,medium,Press,Harness detail aesthetic adopted in menswear
EXPANDED_053,Stefan Cooke,Stefan Cooke,Apparel,"Upcycled shirt patchwork with deconstructed tailoring, mixed pattern clashing, sustainable menswear approach",2016,Zara,Apparel,2020,similar,medium,Press,Patchwork shirt concept copied without upcycling
EXPANDED_054,Rejina Pyo,Rejina Pyo,Accessories,"Olivia bag with geometric tortoiseshell handle, structured leather body, modern minimalist aesthetic",2018,Mango,Accessories,2020,knockoff,high,Press,Signature acetate handle bag copied
EXPANDED_055,Hereu,Hereu,Accessories,"Woven leather bags with artisanal craftsmanship, traditional Catalan techniques, natural materials and colors",2014,Zara,Accessories,2019,similar,medium,Press,Woven bag aesthetic adopted without artisan collaboration
EXPANDED_056,Cafuné,Cafuné,Accessories,"Egg bag with oval shape and top handle, minimalist leather, clean architectural form",2017,H&M,Accessories,2020,knockoff,high,Press,Oval egg bag shape widely copied
EXPANDED_057,Nanushka,Nanushka,Accessories,"Vegan leather bags with crescent shapes, sustainable materials, modern minimalist aesthetic",2006,Zara,Accessories,2020,similar,medium,Press,Vegan leather crescent bag aesthetic adopted
EXPANDED_058,Aimé Leon Dore,Aimé Leon Dore,Apparel,"Preppy streetwear with ivy league aesthetics, vintage sportswear references, New York heritage",2014,Fast fashion,Apparel,2020,similar,medium,Press,Preppy streetwear aesthetic widely copied
EXPANDED_059,Han Cholo,Han Cholo,Jewelry,"Chicano-inspired silver jewelry, lowrider culture motifs, detailed engravings, cultural heritage designs",2007,Forever 21,Jewelry,2015,similar,medium,Press,Cultural designs appropriated without context
EXPANDED_060,R13,R13,Apparel,"Oversized distressed denim with heavy shredding, punk-inspired destruction techniques, exaggerated proportions",2014,Zara,Apparel,2018,similar,medium,Press,Distinctive denim distressing style widely copied
EXPANDED_061,Completedworks,Completedworks,Jewelry,"Sculptural pearl jewelry with abstract forms, modernist asymmetry, architectural jewelry design",2013,Zara,Jewelry,2019,similar,medium,Press,Sculptural pearl jewelry concept adopted
EXPANDED_062,Sophie Buhai,Sophie Buhai,Jewelry,"Minimalist sterling silver with ancient Roman influences, oversized hoop earrings, sculptural simplicity",2015,Mango,Jewelry,2020,similar,medium,Press,Minimalist hoop aesthetic widely copied
EXPANDED_063,Lizzie Fortunato,Lizzie Fortunato,Jewelry,"Statement earrings with mixed materials, colorful beads and shells, artisanal global influences",2008,Zara,Jewelry,2018,similar,medium,Press,Statement earring aesthetic widely copied
EXPANDED_064,Leigh Miller,Leigh Miller,Jewelry,"Sculptural brass jewelry with architectural forms, geometric shapes, handcrafted in NYC",2012,Mango,Jewelry,2019,similar,medium,Press,Geometric brass jewelry aesthetic copied
EXPANDED_065,Building Block,Building Block,Accessories,"Geometric leather bags with architectural construction, minimalist hardware, structured geometric forms",2012,Zara,Accessories,2017,similar,medium,Press,Architectural bag aesthetic widely adopted
EXPANDED_066,Gu_de,Gu_de,Accessories,"Minimalist bags with distinctive curved top handles, architectural silhouettes, German precision design",2016,H&M,Accessories,2020,similar,medium,Press,Curved handle bag aesthetic widely copied
EXPANDED_067,Kara,Kara,Accessories,"Backpacks with minimalist pebbled leather, clean architectural lines, functional minimalism",2013,Multiple retailers,Accessories,2017,similar,medium,Press,Minimalist backpack aesthetic widely adopted
EXPANDED_068,Dlyp,Dlyp,Accessories,"Sculptural acrylic bags with wave-like forms, transparent materials, architectural experimental design",2017,Zara,Accessories,2020,similar,medium,Press,Acrylic wave bag concept adopted
EXPANDED_069,Rains,Rains,Accessories,"Minimalist waterproof backpack with rubberized finish, matte texture, clean Scandinavian lines",2012,Multiple retailers,Accessories,2018,similar,medium,Press,Minimalist waterproof bag aesthetic widely copied
EXPANDED_070,Bianca Chandon,Bianca Chandon,Apparel,"Romantic script logo on luxury basics, soft pastel colors, minimalist branding",2014,Fast fashion,Apparel,2018,similar,medium,Press,Script logo aesthetic widely adopted
